,CustomerName,Recency,Frequency,Monetary,R_rank_norm,F_rank_norm,M_rank_norm,RFM_Score,Customer_segment
3537,CS4649,91,19,1286,89.72,56.47,56.47,3.07,Medium Value Customer
3538,CS4650,246,22,1599,71.8,76.89,76.89,3.81,Medium Value Customer
3539,CS4651,308,18,1258,49.05,49.21,49.21,2.46,Low Value Customers
3540,CS4652,365,22,1561,27.81,76.89,76.89,3.48,Medium Value Customer
3541,CS4653,216,17,1103,74.35,41.88,41.88,2.34,Low Value Customers
3542,CS4654,425,27,1832,13.65,95.23,95.23,4.15,High value Customer
3543,CS4655,435,17,1245,11.91,41.88,41.88,1.87,Low Value Customers
3544,CS4656,293,18,1285,53.28,49.21,49.21,2.49,Low Value Customers
3545,CS4657,262,17,1257,70.93,41.88,41.88,2.31,Low Value Customers
3546,CS4658,91,23,1626,89.72,82.07,82.07,4.16,High value Customer
3547,CS4659,307,21,1422,49.72,70.65,70.65,3.38,Medium Value Customer
3548,CS4660,183,33,2527,79.38,99.82,99.82,4.84,Top Customers
3549,CS4661,262,26,1769,70.93,93.1,93.1,4.49,High value Customer
3550,CS4662,349,24,1788,33.27,86.57,86.57,3.93,Medium Value Customer
3551,CS4663,407,14,939,16.98,22.55,22.55,1.09,Lost Customers
3552,CS4664,154,17,1268,81.96,41.88,41.88,2.39,Low Value Customers
3553,CS4665,367,18,1335,27.16,49.21,49.21,2.3,Low Value Customers
3554,CS4666,427,22,1375,13.3,76.89,76.89,3.37,Medium Value Customer
3555,CS4667,281,13,894,62.34,17.32,17.32,1.2,Lost Customers
3556,CS4668,342,23,1698,36.52,82.07,82.07,3.76,Medium Value Customer
3557,CS4669,361,21,1432,29.1,70.65,70.65,3.22,Medium Value Customer
3558,CS4670,312,30,2214,46.57,98.88,98.88,4.55,Top Customers
3559,CS4671,313,21,1368,46.06,70.65,70.65,3.35,Medium Value Customer
3560,CS4672,317,16,1153,43.79,34.8,34.8,1.81,Low Value Customers
3561,CS4673,293,20,1393,53.28,63.59,63.59,3.1,Medium Value Customer
3562,CS4674,349,18,1468,33.27,49.21,49.21,2.34,Low Value Customers
3563,CS4675,617,21,1521,1.55,70.65,70.65,3.01,Medium Value Customer
3564,CS4676,244,21,1526,73.42,70.65,70.65,3.55,Medium Value Customer
3565,CS4677,304,19,1276,51.83,56.47,56.47,2.79,Low Value Customers
3566,CS4678,411,24,1581,16.34,86.57,86.57,3.8,Medium Value Customer
3567,CS4679,278,21,1607,64.91,70.65,70.65,3.49,Medium Value Customer
3568,CS4680,355,12,740,31.12,12.74,12.74,0.77,Lost Customers
3569,CS4681,153,22,1532,83.11,76.89,76.89,3.89,Medium Value Customer
3570,CS4682,244,21,1329,73.42,70.65,70.65,3.55,Medium Value Customer
3571,CS4683,505,15,1085,5.09,28.31,28.31,1.24,Lost Customers
3572,CS4684,411,17,1073,16.34,41.88,41.88,1.9,Low Value Customers
3573,CS4685,364,24,1686,28.08,86.57,86.57,3.89,Medium Value Customer
3574,CS4686,2,23,1740,97.69,82.07,82.07,4.22,High value Customer
3575,CS4687,341,24,1724,36.93,86.57,86.57,3.96,Medium Value Customer
3576,CS4688,353,20,1417,31.87,63.59,63.59,2.94,Low Value Customers
3577,CS4689,388,13,852,20.97,17.32,17.32,0.89,Lost Customers
3578,CS4690,371,15,905,25.71,28.31,28.31,1.4,Lost Customers
3579,CS4691,0,22,1526,100.0,76.89,76.89,4.02,High value Customer
3580,CS4692,244,18,1228,73.42,49.21,49.21,2.64,Low Value Customers
3581,CS4693,291,17,1139,54.68,41.88,41.88,2.19,Low Value Customers
3582,CS4694,374,13,953,24.73,17.32,17.32,0.92,Lost Customers
3583,CS4695,439,17,1237,11.46,41.88,41.88,1.87,Low Value Customers
3584,CS4696,282,15,908,61.61,28.31,28.31,1.67,Low Value Customers
3585,CS4697,92,25,1648,88.44,90.27,90.27,4.5,High value Customer
3586,CS4698,362,17,1124,28.72,41.88,41.88,2.0,Low Value Customers
3587,CS4699,289,19,1306,56.16,56.47,56.47,2.82,Low Value Customers
3588,CS4700,264,18,1175,69.16,49.21,49.21,2.61,Low Value Customers
3589,CS4701,307,23,1632,49.72,82.07,82.07,3.86,Medium Value Customer
3590,CS4702,351,25,1715,32.58,90.27,90.27,4.08,High value Customer
3591,CS4703,558,20,1385,2.67,63.59,63.59,2.72,Low Value Customers
3592,CS4704,284,20,1380,59.96,63.59,63.59,3.15,Medium Value Customer
3593,CS4705,355,13,985,31.12,17.32,17.32,0.97,Lost Customers
3594,CS4706,431,10,827,12.54,5.58,5.58,0.33,Lost Customers
3595,CS4707,375,22,1542,24.43,76.89,76.89,3.45,Medium Value Customer
3596,CS4708,2,21,1427,97.69,70.65,70.65,3.74,Medium Value Customer
3597,CS4709,360,17,1172,29.42,41.88,41.88,2.0,Low Value Customers
3598,CS4710,354,21,1502,31.53,70.65,70.65,3.24,Medium Value Customer
3599,CS4711,62,23,1538,91.86,82.07,82.07,4.18,High value Customer
3600,CS4712,317,14,1043,43.79,22.55,22.55,1.29,Lost Customers
3601,CS4713,290,24,1762,55.4,86.57,86.57,4.09,High value Customer
3602,CS4714,431,16,1077,12.54,34.8,34.8,1.57,Lost Customers
3603,CS4715,283,19,1296,60.8,56.47,56.47,2.86,Low Value Customers
3604,CS4716,307,13,970,49.72,17.32,17.32,1.11,Lost Customers
3605,CS4717,314,22,1613,45.49,76.89,76.89,3.61,Medium Value Customer
3606,CS4718,426,19,1354,13.49,56.47,56.47,2.5,Low Value Customers
3607,CS4719,442,16,1273,11.0,34.8,34.8,1.56,Lost Customers
3608,CS4720,490,20,1187,5.97,63.59,63.59,2.75,Low Value Customers
3609,CS4721,334,24,1606,40.25,86.57,86.57,3.98,Medium Value Customer
3610,CS4722,283,18,1250,60.8,49.21,49.21,2.55,Low Value Customers
3611,CS4723,30,24,1707,96.56,86.57,86.57,4.4,High value Customer
3612,CS4724,352,17,1044,32.23,41.88,41.88,2.02,Low Value Customers
3613,CS4725,338,20,1348,38.25,63.59,63.59,2.99,Low Value Customers
3614,CS4726,311,14,932,47.15,22.55,22.55,1.31,Lost Customers
3615,CS4727,62,22,1500,91.86,76.89,76.89,3.96,Medium Value Customer
3616,CS4728,356,14,1092,30.75,22.55,22.55,1.19,Lost Customers
3617,CS4729,275,16,1077,67.38,34.8,34.8,1.98,Low Value Customers
3618,CS4730,293,21,1628,53.28,70.65,70.65,3.4,Medium Value Customer
3619,CS4731,30,17,1067,96.56,41.88,41.88,2.5,Low Value Customers
3620,CS4732,392,16,1197,20.07,34.8,34.8,1.63,Low Value Customers
3621,CS4733,394,23,1682,19.57,82.07,82.07,3.63,Medium Value Customer
3622,CS4734,183,19,1223,79.38,56.47,56.47,3.0,Low Value Customers
3623,CS4735,290,18,1311,55.4,49.21,49.21,2.51,Low Value Customers
3624,CS4736,279,14,986,64.07,22.55,22.55,1.44,Lost Customers
3625,CS4737,32,24,1668,94.33,86.57,86.57,4.39,High value Customer
3626,CS4738,32,18,1258,94.33,49.21,49.21,2.8,Low Value Customers
3627,CS4739,324,25,1818,40.71,90.27,90.27,4.14,High value Customer
3628,CS4740,309,18,1141,48.5,49.21,49.21,2.46,Low Value Customers
3629,CS4741,279,22,1629,64.07,76.89,76.89,3.75,Medium Value Customer
3630,CS4742,411,15,975,16.34,28.31,28.31,1.33,Lost Customers
3631,CS4743,282,16,1099,61.61,34.8,34.8,1.94,Low Value Customers
3632,CS4744,353,19,1349,31.87,56.47,56.47,2.64,Low Value Customers
3633,CS4745,92,22,1380,88.44,76.89,76.89,3.93,Medium Value Customer
3634,CS4746,0,31,2337,100.0,99.41,99.41,4.98,Top Customers
3635,CS4747,122,11,718,86.16,8.74,8.74,1.02,Lost Customers
3636,CS4748,2,20,1525,97.69,63.59,63.59,3.44,Medium Value Customer
3637,CS4749,284,27,1959,59.96,95.23,95.23,4.5,High value Customer
3638,CS4750,460,18,1266,9.06,49.21,49.21,2.16,Low Value Customers
3639,CS4751,265,15,1232,68.33,28.31,28.31,1.72,Low Value Customers
3640,CS4752,275,19,1162,67.38,56.47,56.47,2.91,Low Value Customers
3641,CS4753,362,19,1209,28.72,56.47,56.47,2.62,Low Value Customers
3642,CS4754,420,20,1423,14.45,63.59,63.59,2.81,Low Value Customers
3643,CS4755,216,20,1598,74.35,63.59,63.59,3.26,Medium Value Customer
3644,CS4756,31,17,1196,95.52,41.88,41.88,2.5,Low Value Customers
3645,CS4757,122,17,1188,86.16,41.88,41.88,2.43,Low Value Customers
3646,CS4758,309,22,1388,48.5,76.89,76.89,3.63,Medium Value Customer
3647,CS4759,63,16,1138,90.8,34.8,34.8,2.16,Low Value Customers
3648,CS4760,306,22,1707,50.43,76.89,76.89,3.65,Medium Value Customer
3649,CS4761,379,20,1365,23.2,63.59,63.59,2.88,Low Value Customers
3650,CS4762,93,20,1313,87.23,63.59,63.59,3.36,Medium Value Customer
3651,CS4763,124,21,1382,84.19,70.65,70.65,3.63,Medium Value Customer
3652,CS4764,263,18,1396,70.02,49.21,49.21,2.62,Low Value Customers
3653,CS4765,406,20,1299,17.09,63.59,63.59,2.83,Low Value Customers
3654,CS4766,263,22,1605,70.02,76.89,76.89,3.79,Medium Value Customer
3655,CS4767,434,14,1046,12.11,22.55,22.55,1.05,Lost Customers
3656,CS4768,263,26,1721,70.02,93.1,93.1,4.48,High value Customer
3657,CS4769,371,19,1271,25.71,56.47,56.47,2.59,Low Value Customers
3658,CS4770,411,18,1134,16.34,49.21,49.21,2.21,Low Value Customers
3659,CS4771,244,14,874,73.42,22.55,22.55,1.51,Lost Customers
3660,CS4772,284,19,1146,59.96,56.47,56.47,2.85,Low Value Customers
3661,CS4773,437,27,2074,11.65,95.23,95.23,4.13,High value Customer
3662,CS4774,495,18,1208,5.64,49.21,49.21,2.13,Low Value Customers
3663,CS4775,185,20,1294,77.31,63.59,63.59,3.28,Medium Value Customer
3664,CS4776,91,22,1613,89.72,76.89,76.89,3.94,Medium Value Customer
3665,CS4777,277,25,1767,65.58,90.27,90.27,4.33,High value Customer
3666,CS4778,358,18,1269,30.04,49.21,49.21,2.32,Low Value Customers
3667,CS4779,122,23,1595,86.16,82.07,82.07,4.13,High value Customer
3668,CS4780,336,17,1107,39.14,41.88,41.88,2.07,Low Value Customers
3669,CS4781,215,15,1046,75.29,28.31,28.31,1.77,Low Value Customers
3670,CS4782,264,17,1276,69.16,41.88,41.88,2.3,Low Value Customers
3671,CS4783,264,19,1308,69.16,56.47,56.47,2.92,Low Value Customers
3672,CS4784,440,23,1578,11.3,82.07,82.07,3.57,Medium Value Customer
3673,CS4785,287,16,1219,57.68,34.8,34.8,1.91,Low Value Customers
3674,CS4786,454,17,1248,9.67,41.88,41.88,1.85,Low Value Customers
3675,CS4787,287,20,1351,57.68,63.59,63.59,3.14,Medium Value Customer
3676,CS4788,2,19,1470,97.69,56.47,56.47,3.13,Medium Value Customer
3677,CS4789,341,22,1551,36.93,76.89,76.89,3.54,Medium Value Customer
3678,CS4790,316,19,1453,44.33,56.47,56.47,2.73,Low Value Customers
3679,CS4791,1,16,1177,98.83,34.8,34.8,2.22,Low Value Customers
3680,CS4792,287,20,1368,57.68,63.59,63.59,3.14,Medium Value Customer
3681,CS4793,123,27,1862,85.19,95.23,95.23,4.69,Top Customers
3682,CS4794,215,23,1685,75.29,82.07,82.07,4.05,High value Customer
3683,CS4795,282,25,1831,61.61,90.27,90.27,4.3,High value Customer
3684,CS4796,415,18,1347,15.6,49.21,49.21,2.21,Low Value Customers
3685,CS4797,287,21,1577,57.68,70.65,70.65,3.44,Medium Value Customer
3686,CS4798,285,27,2151,59.23,95.23,95.23,4.49,High value Customer
3687,CS4799,459,18,1240,9.17,49.21,49.21,2.16,Low Value Customers
3688,CS4800,155,23,1520,80.68,82.07,82.07,4.09,High value Customer
3689,CS4801,311,18,1254,47.15,49.21,49.21,2.45,Low Value Customers
3690,CS4802,91,20,1451,89.72,63.59,63.59,3.38,Medium Value Customer
3691,CS4803,312,18,1305,46.57,49.21,49.21,2.44,Low Value Customers
3692,CS4804,124,25,1643,84.19,90.27,90.27,4.47,High value Customer
3693,CS4805,383,17,1354,22.24,41.88,41.88,1.95,Low Value Customers
3694,CS4806,355,18,1108,31.12,49.21,49.21,2.32,Low Value Customers
3695,CS4807,315,20,1249,44.88,63.59,63.59,3.04,Medium Value Customer
3696,CS4808,93,24,1570,87.23,86.57,86.57,4.33,High value Customer
3697,CS4809,522,19,1294,3.98,56.47,56.47,2.43,Low Value Customers
3698,CS4810,155,21,1448,80.68,70.65,70.65,3.61,Medium Value Customer
3699,CS4811,452,20,1399,9.78,63.59,63.59,2.78,Low Value Customers
3700,CS4812,123,15,1063,85.19,28.31,28.31,1.84,Low Value Customers
3701,CS4813,277,20,1437,65.58,63.59,63.59,3.19,Medium Value Customer
3702,CS4814,431,19,1435,12.54,56.47,56.47,2.49,Low Value Customers
3703,CS4815,185,25,1804,77.31,90.27,90.27,4.42,High value Customer
3704,CS4816,277,18,1311,65.58,49.21,49.21,2.58,Low Value Customers
3705,CS4817,183,21,1389,79.38,70.65,70.65,3.6,Medium Value Customer
3706,CS4818,183,13,942,79.38,17.32,17.32,1.33,Lost Customers
3707,CS4819,369,20,1457,26.39,63.59,63.59,2.9,Low Value Customers
3708,CS4820,61,20,1408,93.04,63.59,63.59,3.4,Medium Value Customer
3709,CS4821,278,16,1161,64.91,34.8,34.8,1.97,Low Value Customers
3710,CS4822,123,17,1118,85.19,41.88,41.88,2.42,Low Value Customers
3711,CS4823,428,22,1555,13.09,76.89,76.89,3.37,Medium Value Customer
3712,CS4824,415,19,1353,15.6,56.47,56.47,2.52,Low Value Customers
3713,CS4825,278,19,1407,64.91,56.47,56.47,2.89,Low Value Customers
3714,CS4826,347,21,1497,34.3,70.65,70.65,3.26,Medium Value Customer
3715,CS4827,283,19,1242,60.8,56.47,56.47,2.86,Low Value Customers
3716,CS4828,395,18,1339,19.35,49.21,49.21,2.24,Low Value Customers
3717,CS4829,32,27,1870,94.33,95.23,95.23,4.75,Top Customers
3718,CS4830,280,18,1253,63.11,49.21,49.21,2.56,Low Value Customers
3719,CS4831,282,15,1010,61.61,28.31,28.31,1.67,Low Value Customers
3720,CS4832,338,23,1482,38.25,82.07,82.07,3.78,Medium Value Customer
3721,CS4833,438,19,1262,11.55,56.47,56.47,2.49,Low Value Customers
3722,CS4834,579,14,1091,2.17,22.55,22.55,0.97,Lost Customers
3723,CS4835,1,15,955,98.83,28.31,28.31,1.94,Low Value Customers
3724,CS4836,317,23,1761,43.79,82.07,82.07,3.82,Medium Value Customer
3725,CS4837,303,20,1437,52.49,63.59,63.59,3.1,Medium Value Customer
3726,CS4838,122,17,1143,86.16,41.88,41.88,2.43,Low Value Customers
3727,CS4839,245,24,1775,72.57,86.57,86.57,4.22,High value Customer
3728,CS4840,279,14,999,64.07,22.55,22.55,1.44,Lost Customers
3729,CS4841,1,26,1960,98.83,93.1,93.1,4.7,Top Customers
3730,CS4842,309,20,1319,48.5,63.59,63.59,3.07,Medium Value Customer
3731,CS4843,370,15,896,26.03,28.31,28.31,1.4,Lost Customers
3732,CS4844,411,26,1669,16.34,93.1,93.1,4.08,High value Customer
3733,CS4845,264,23,1532,69.16,82.07,82.07,4.01,High value Customer
3734,CS4846,245,27,1855,72.57,95.23,95.23,4.59,Top Customers
3735,CS4847,214,21,1340,76.33,70.65,70.65,3.58,Medium Value Customer
3736,CS4848,93,18,1287,87.23,49.21,49.21,2.75,Low Value Customers
3737,CS4849,91,25,1850,89.72,90.27,90.27,4.51,Top Customers
3738,CS4850,280,17,1237,63.11,41.88,41.88,2.25,Low Value Customers
3739,CS4851,63,18,1162,90.8,49.21,49.21,2.77,Low Value Customers
3740,CS4852,32,23,1559,94.33,82.07,82.07,4.2,High value Customer
3741,CS4853,342,19,1294,36.52,56.47,56.47,2.67,Low Value Customers
3742,CS4854,265,18,1167,68.33,49.21,49.21,2.6,Low Value Customers
3743,CS4855,0,24,1660,100.0,86.57,86.57,4.43,High value Customer
3744,CS4856,291,16,1172,54.68,34.8,34.8,1.89,Low Value Customers
3745,CS4857,265,19,1381,68.33,56.47,56.47,2.91,Low Value Customers
3746,CS4858,216,28,2247,74.35,96.85,96.85,4.67,Top Customers
3747,CS4859,62,18,1332,91.86,49.21,49.21,2.78,Low Value Customers
3748,CS4860,366,23,1629,27.52,82.07,82.07,3.69,Medium Value Customer
3749,CS4861,342,15,1132,36.52,28.31,28.31,1.48,Lost Customers
3750,CS4862,388,26,1853,20.97,93.1,93.1,4.11,High value Customer
3751,CS4863,155,21,1484,80.68,70.65,70.65,3.61,Medium Value Customer
3752,CS4864,2,18,1307,97.69,49.21,49.21,2.82,Low Value Customers
3753,CS4865,153,26,1941,83.11,93.1,93.1,4.58,Top Customers
3754,CS4866,288,19,1487,56.91,56.47,56.47,2.83,Low Value Customers
3755,CS4867,292,30,2106,53.98,98.88,98.88,4.61,Top Customers
3756,CS4868,32,27,1899,94.33,95.23,95.23,4.75,Top Customers
3757,CS4869,341,18,1234,36.93,49.21,49.21,2.37,Low Value Customers
3758,CS4870,264,19,1242,69.16,56.47,56.47,2.92,Low Value Customers
3759,CS4871,31,26,2006,95.52,93.1,93.1,4.67,Top Customers
3760,CS4872,264,22,1475,69.16,76.89,76.89,3.79,Medium Value Customer
3761,CS4873,367,14,1130,27.16,22.55,22.55,1.16,Lost Customers
3762,CS4874,471,21,1532,7.78,70.65,70.65,3.06,Medium Value Customer
3763,CS4875,305,20,1605,51.16,63.59,63.59,3.09,Medium Value Customer
3764,CS4876,430,23,1492,12.74,82.07,82.07,3.58,Medium Value Customer
3765,CS4877,122,16,1176,86.16,34.8,34.8,2.13,Low Value Customers
3766,CS4878,339,22,1380,37.75,76.89,76.89,3.55,Medium Value Customer
3767,CS4879,154,18,1195,81.96,49.21,49.21,2.71,Low Value Customers
3768,CS4880,63,20,1423,90.8,63.59,63.59,3.38,Medium Value Customer
3769,CS4881,61,17,1109,93.04,41.88,41.88,2.48,Low Value Customers
3770,CS4882,545,16,1136,3.11,34.8,34.8,1.5,Lost Customers
3771,CS4883,360,15,1012,29.42,28.31,28.31,1.42,Lost Customers
3772,CS4884,62,19,1152,91.86,56.47,56.47,3.09,Medium Value Customer
3773,CS4885,444,21,1520,10.68,70.65,70.65,3.08,Medium Value Customer
3774,CS4886,153,20,1411,83.11,63.59,63.59,3.33,Medium Value Customer
3775,CS4887,123,23,1516,85.19,82.07,82.07,4.13,High value Customer
3776,CS4888,347,21,1618,34.3,70.65,70.65,3.26,Medium Value Customer
3777,CS4889,30,23,1436,96.56,82.07,82.07,4.21,High value Customer
3778,CS4890,510,17,1257,4.72,41.88,41.88,1.82,Low Value Customers
3779,CS4891,245,19,1439,72.57,56.47,56.47,2.94,Low Value Customers
3780,CS4892,446,22,1404,10.53,76.89,76.89,3.35,Medium Value Customer
3781,CS4893,32,20,1286,94.33,63.59,63.59,3.41,Medium Value Customer
3782,CS4894,345,12,824,35.16,12.74,12.74,0.81,Lost Customers
3783,CS4895,309,19,1197,48.5,56.47,56.47,2.76,Low Value Customers
3784,CS4896,485,20,1423,6.4,63.59,63.59,2.75,Low Value Customers
3785,CS4897,215,30,1999,75.29,98.88,98.88,4.77,Top Customers
3786,CS4898,292,13,866,53.98,17.32,17.32,1.14,Lost Customers
3787,CS4899,277,19,1372,65.58,56.47,56.47,2.89,Low Value Customers
3788,CS4900,32,17,1068,94.33,41.88,41.88,2.49,Low Value Customers
3789,CS4901,277,23,1491,65.58,82.07,82.07,3.98,Medium Value Customer
3790,CS4902,32,18,1383,94.33,49.21,49.21,2.8,Low Value Customers
3791,CS4903,185,26,1584,77.31,93.1,93.1,4.54,Top Customers
3792,CS4904,275,24,1456,67.38,86.57,86.57,4.18,High value Customer
3793,CS4905,303,23,1575,52.49,82.07,82.07,3.88,Medium Value Customer
3794,CS4906,63,22,1644,90.8,76.89,76.89,3.95,Medium Value Customer
3795,CS4907,2,19,1344,97.69,56.47,56.47,3.13,Medium Value Customer
3796,CS4908,410,24,1842,16.5,86.57,86.57,3.8,Medium Value Customer
3797,CS4909,155,17,1290,80.68,41.88,41.88,2.38,Low Value Customers
3798,CS4910,399,18,1252,18.32,49.21,49.21,2.23,Low Value Customers
3799,CS4911,480,15,1069,6.8,28.31,28.31,1.25,Lost Customers
3800,CS4912,183,19,1545,79.38,56.47,56.47,3.0,Low Value Customers
3801,CS4913,353,16,1047,31.87,34.8,34.8,1.72,Low Value Customers
3802,CS4914,431,21,1471,12.54,70.65,70.65,3.1,Medium Value Customer
3803,CS4915,286,23,1541,58.52,82.07,82.07,3.93,Medium Value Customer
3804,CS4916,319,21,1484,42.71,70.65,70.65,3.32,Medium Value Customer
3805,CS4917,312,20,1392,46.57,63.59,63.59,3.05,Medium Value Customer
3806,CS4918,365,22,1561,27.81,76.89,76.89,3.48,Medium Value Customer
3807,CS4919,825,13,863,0.19,17.32,17.32,0.74,Lost Customers
3808,CS4920,311,17,1173,47.15,41.88,41.88,2.13,Low Value Customers
3809,CS4921,61,12,908,93.04,12.74,12.74,1.24,Lost Customers
3810,CS4922,278,16,1117,64.91,34.8,34.8,1.97,Low Value Customers
3811,CS4923,506,18,1064,4.98,49.21,49.21,2.13,Low Value Customers
3812,CS4924,373,23,1527,25.02,82.07,82.07,3.68,Medium Value Customer
3813,CS4925,349,21,1316,33.27,70.65,70.65,3.25,Medium Value Customer
3814,CS4926,306,16,1167,50.43,34.8,34.8,1.86,Low Value Customers
3815,CS4927,310,20,1401,47.85,63.59,63.59,3.06,Medium Value Customer
3816,CS4928,154,18,1318,81.96,49.21,49.21,2.71,Low Value Customers
3817,CS4929,305,25,1624,51.16,90.27,90.27,4.22,High value Customer
3818,CS4930,123,20,1440,85.19,63.59,63.59,3.34,Medium Value Customer
3819,CS4931,278,29,2246,64.91,98.05,98.05,4.65,Top Customers
3820,CS4932,419,26,1840,14.62,93.1,93.1,4.07,High value Customer
3821,CS4933,454,16,1040,9.67,34.8,34.8,1.55,Lost Customers
3822,CS4934,467,24,1865,8.29,86.57,86.57,3.74,Medium Value Customer
3823,CS4935,360,21,1575,29.42,70.65,70.65,3.22,Medium Value Customer
3824,CS4936,276,25,1669,66.37,90.27,90.27,4.33,High value Customer
3825,CS4937,350,16,1152,32.9,34.8,34.8,1.73,Low Value Customers
3826,CS4938,32,15,1057,94.33,28.31,28.31,1.91,Low Value Customers
3827,CS4939,369,29,2088,26.39,98.05,98.05,4.36,High value Customer
3828,CS4940,184,15,1109,78.25,28.31,28.31,1.79,Low Value Customers
3829,CS4941,280,22,1434,63.11,76.89,76.89,3.74,Medium Value Customer
3830,CS4942,425,19,1484,13.65,56.47,56.47,2.5,Low Value Customers
3831,CS4943,279,19,1338,64.07,56.47,56.47,2.88,Low Value Customers
3832,CS4944,288,27,2062,56.91,95.23,95.23,4.47,High value Customer
3833,CS4945,312,23,1603,46.57,82.07,82.07,3.84,Medium Value Customer
3834,CS4946,123,21,1548,85.19,70.65,70.65,3.64,Medium Value Customer
3835,CS4947,306,11,834,50.43,8.74,8.74,0.75,Lost Customers
3836,CS4948,92,18,1287,88.44,49.21,49.21,2.75,Low Value Customers
3837,CS4949,278,21,1365,64.91,70.65,70.65,3.49,Medium Value Customer
3838,CS4950,289,12,863,56.16,12.74,12.74,0.96,Lost Customers
3839,CS4951,386,20,1488,21.55,63.59,63.59,2.86,Low Value Customers
3840,CS4952,373,25,1888,25.02,90.27,90.27,4.02,High value Customer
3841,CS4953,397,21,1381,18.78,70.65,70.65,3.14,Medium Value Customer
3842,CS4954,263,20,1364,70.02,63.59,63.59,3.23,Medium Value Customer
3843,CS4955,279,25,1799,64.07,90.27,90.27,4.32,High value Customer
3844,CS4956,287,18,1395,57.68,49.21,49.21,2.52,Low Value Customers
3845,CS4957,318,23,1634,43.19,82.07,82.07,3.81,Medium Value Customer
3846,CS4958,306,14,812,50.43,22.55,22.55,1.34,Lost Customers
3847,CS4959,396,23,1768,19.1,82.07,82.07,3.63,Medium Value Customer
3848,CS4960,346,18,1216,34.79,49.21,49.21,2.35,Low Value Customers
3849,CS4961,282,21,1365,61.61,70.65,70.65,3.46,Medium Value Customer
3850,CS4962,215,25,1774,75.29,90.27,90.27,4.4,High value Customer
3851,CS4963,309,19,1243,48.5,56.47,56.47,2.76,Low Value Customers
3852,CS4964,154,20,1237,81.96,63.59,63.59,3.32,Medium Value Customer
3853,CS4965,1,27,1790,98.83,95.23,95.23,4.79,Top Customers
3854,CS4966,403,23,1504,17.7,82.07,82.07,3.62,Medium Value Customer
3855,CS4967,245,25,1818,72.57,90.27,90.27,4.38,High value Customer
3856,CS4968,122,18,1278,86.16,49.21,49.21,2.74,Low Value Customers
3857,CS4969,286,18,1295,58.52,49.21,49.21,2.53,Low Value Customers
3858,CS4970,290,23,1712,55.4,82.07,82.07,3.9,Medium Value Customer
3859,CS4971,123,19,1367,85.19,56.47,56.47,3.04,Medium Value Customer
3860,CS4972,337,21,1433,38.69,70.65,70.65,3.29,Medium Value Customer
3861,CS4973,338,23,1626,38.25,82.07,82.07,3.78,Medium Value Customer
3862,CS4974,360,19,1273,29.42,56.47,56.47,2.62,Low Value Customers
3863,CS4975,378,11,777,23.46,8.74,8.74,0.55,Lost Customers
3864,CS4976,291,19,1424,54.68,56.47,56.47,2.81,Low Value Customers
3865,CS4977,337,22,1566,38.69,76.89,76.89,3.56,Medium Value Customer
3866,CS4978,642,10,675,1.22,5.58,5.58,0.25,Lost Customers
3867,CS4979,93,17,1104,87.23,41.88,41.88,2.43,Low Value Customers
3868,CS4980,293,22,1564,53.28,76.89,76.89,3.67,Medium Value Customer
3869,CS4981,288,25,1703,56.91,90.27,90.27,4.26,High value Customer
3870,CS4982,463,12,754,8.67,12.74,12.74,0.61,Lost Customers
3871,CS4983,62,18,1406,91.86,49.21,49.21,2.78,Low Value Customers
3872,CS4984,337,18,1060,38.69,49.21,49.21,2.38,Low Value Customers
3873,CS4985,280,21,1468,63.11,70.65,70.65,3.48,Medium Value Customer
3874,CS4986,61,16,1013,93.04,34.8,34.8,2.18,Low Value Customers
3875,CS4987,215,16,1098,75.29,34.8,34.8,2.04,Low Value Customers
3876,CS4988,347,20,1433,34.3,63.59,63.59,2.96,Low Value Customers
3877,CS4989,282,15,918,61.61,28.31,28.31,1.67,Low Value Customers
3878,CS4990,432,20,1406,12.35,63.59,63.59,2.8,Low Value Customers
3879,CS4991,303,15,1143,52.49,28.31,28.31,1.6,Lost Customers
3880,CS4992,339,20,1350,37.75,63.59,63.59,2.99,Low Value Customers
3881,CS4993,286,26,1765,58.52,93.1,93.1,4.4,High value Customer
3882,CS4994,155,18,1216,80.68,49.21,49.21,2.7,Low Value Customers
3883,CS4995,380,20,1331,22.98,63.59,63.59,2.88,Low Value Customers
3884,CS4996,289,25,1635,56.16,90.27,90.27,4.26,High value Customer
3885,CS4997,489,15,1074,6.04,28.31,28.31,1.25,Lost Customers
3886,CS4998,153,34,2358,83.11,99.88,99.88,4.87,Top Customers
3887,CS4999,386,11,788,21.55,8.74,8.74,0.53,Lost Customers
3888,CS5000,31,19,1408,95.52,56.47,56.47,3.12,Medium Value Customer
3889,CS5001,291,22,1593,54.68,76.89,76.89,3.68,Medium Value Customer
3890,CS5002,246,11,815,71.8,8.74,8.74,0.91,Lost Customers
3891,CS5003,338,16,1207,38.25,34.8,34.8,1.77,Low Value Customers
3892,CS5004,342,18,1302,36.52,49.21,49.21,2.37,Low Value Customers
3893,CS5005,184,17,1146,78.25,41.88,41.88,2.37,Low Value Customers
3894,CS5006,277,24,1651,65.58,86.57,86.57,4.17,High value Customer
3895,CS5007,62,24,1518,91.86,86.57,86.57,4.37,High value Customer
