,CustomerName,Recency,Frequency,Monetary,R_rank_norm,F_rank_norm,M_rank_norm,RFM_Score,Customer_segment
1945,CS3057,464,13,924,8.55,17.32,17.32,0.8,Lost Customers
1946,CS3058,123,25,1810,85.19,90.27,90.27,4.48,High value Customer
1947,CS3059,351,18,1349,32.58,49.21,49.21,2.34,Low Value Customers
1948,CS3060,367,24,1763,27.16,86.57,86.57,3.88,Medium Value Customer
1949,CS3061,324,23,1749,40.71,82.07,82.07,3.79,Medium Value Customer
1950,CS3062,319,21,1546,42.71,70.65,70.65,3.32,Medium Value Customer
1951,CS3063,463,14,919,8.67,22.55,22.55,1.02,Lost Customers
1952,CS3064,643,22,1425,1.2,76.89,76.89,3.28,Medium Value Customer
1953,CS3065,483,16,967,6.58,34.8,34.8,1.53,Lost Customers
1954,CS3066,344,19,1273,35.56,56.47,56.47,2.67,Low Value Customers
1955,CS3067,279,22,1450,64.07,76.89,76.89,3.75,Medium Value Customer
1956,CS3068,185,18,1181,77.31,49.21,49.21,2.67,Low Value Customers
1957,CS3069,309,22,1487,48.5,76.89,76.89,3.63,Medium Value Customer
1958,CS3070,312,21,1433,46.57,70.65,70.65,3.35,Medium Value Customer
1959,CS3071,284,23,1642,59.96,82.07,82.07,3.94,Medium Value Customer
1960,CS3072,321,18,1154,42.03,49.21,49.21,2.41,Low Value Customers
1961,CS3073,293,27,1940,53.28,95.23,95.23,4.45,High value Customer
1962,CS3074,124,22,1794,84.19,76.89,76.89,3.9,Medium Value Customer
1963,CS3075,265,19,1261,68.33,56.47,56.47,2.91,Low Value Customers
1964,CS3076,285,21,1605,59.23,70.65,70.65,3.45,Medium Value Customer
1965,CS3077,216,29,1977,74.35,98.05,98.05,4.72,Top Customers
1966,CS3078,61,17,1021,93.04,41.88,41.88,2.48,Low Value Customers
1967,CS3079,389,24,1535,20.74,86.57,86.57,3.83,Medium Value Customer
1968,CS3080,275,24,1596,67.38,86.57,86.57,4.18,High value Customer
1969,CS3081,353,21,1472,31.87,70.65,70.65,3.24,Medium Value Customer
1970,CS3082,341,21,1400,36.93,70.65,70.65,3.28,Medium Value Customer
1971,CS3083,305,17,1069,51.16,41.88,41.88,2.16,Low Value Customers
1972,CS3084,425,12,904,13.65,12.74,12.74,0.64,Lost Customers
1973,CS3085,377,23,1618,23.74,82.07,82.07,3.67,Medium Value Customer
1974,CS3086,32,23,1561,94.33,82.07,82.07,4.2,High value Customer
1975,CS3087,341,16,1007,36.93,34.8,34.8,1.76,Low Value Customers
1976,CS3088,501,16,1106,5.37,34.8,34.8,1.52,Lost Customers
1977,CS3089,375,14,1050,24.43,22.55,22.55,1.14,Lost Customers
1978,CS3090,342,18,1198,36.52,49.21,49.21,2.37,Low Value Customers
1979,CS3091,422,14,881,14.1,22.55,22.55,1.06,Lost Customers
1980,CS3092,346,21,1594,34.79,70.65,70.65,3.26,Medium Value Customer
1981,CS3093,290,21,1383,55.4,70.65,70.65,3.42,Medium Value Customer
1982,CS3094,520,15,1121,4.08,28.31,28.31,1.23,Lost Customers
1983,CS3095,422,24,1634,14.1,86.57,86.57,3.79,Medium Value Customer
1984,CS3096,313,18,1325,46.06,49.21,49.21,2.44,Low Value Customers
1985,CS3097,429,19,1296,12.91,56.47,56.47,2.5,Low Value Customers
1986,CS3098,466,21,1359,8.36,70.65,70.65,3.07,Medium Value Customer
1987,CS3099,371,17,1112,25.71,41.88,41.88,1.97,Low Value Customers
1988,CS3100,275,18,1437,67.38,49.21,49.21,2.6,Low Value Customers
1989,CS3101,91,30,2106,89.72,98.88,98.88,4.88,Top Customers
1990,CS3102,377,14,1031,23.74,22.55,22.55,1.14,Lost Customers
1991,CS3103,265,16,1006,68.33,34.8,34.8,1.99,Low Value Customers
1992,CS3104,388,17,1174,20.97,41.88,41.88,1.94,Low Value Customers
1993,CS3105,215,21,1432,75.29,70.65,70.65,3.57,Medium Value Customer
1994,CS3106,410,18,1270,16.5,49.21,49.21,2.22,Low Value Customers
1995,CS3107,291,17,1233,54.68,41.88,41.88,2.19,Low Value Customers
1996,CS3108,529,16,1032,3.77,34.8,34.8,1.51,Lost Customers
1997,CS3109,91,20,1402,89.72,63.59,63.59,3.38,Medium Value Customer
1998,CS3110,383,19,1279,22.24,56.47,56.47,2.57,Low Value Customers
1999,CS3111,393,21,1644,19.81,70.65,70.65,3.15,Medium Value Customer
2000,CS3112,382,20,1225,22.45,63.59,63.59,2.87,Low Value Customers
2001,CS3113,380,12,937,22.98,12.74,12.74,0.71,Lost Customers
2002,CS3114,433,18,1173,12.22,49.21,49.21,2.18,Low Value Customers
2003,CS3115,282,15,1074,61.61,28.31,28.31,1.67,Low Value Customers
2004,CS3116,284,25,1918,59.96,90.27,90.27,4.29,High value Customer
2005,CS3117,555,23,1562,2.82,82.07,82.07,3.51,Medium Value Customer
2006,CS3118,303,22,1436,52.49,76.89,76.89,3.66,Medium Value Customer
2007,CS3119,155,22,1642,80.68,76.89,76.89,3.87,Medium Value Customer
2008,CS3120,309,12,808,48.5,12.74,12.74,0.91,Lost Customers
2009,CS3121,61,23,1694,93.04,82.07,82.07,4.19,High value Customer
2010,CS3122,293,23,1519,53.28,82.07,82.07,3.89,Medium Value Customer
2011,CS3123,92,23,1543,88.44,82.07,82.07,4.15,High value Customer
2012,CS3124,381,19,1335,22.75,56.47,56.47,2.57,Low Value Customers
2013,CS3125,185,14,1116,77.31,22.55,22.55,1.54,Lost Customers
2014,CS3126,388,20,1304,20.97,63.59,63.59,2.86,Low Value Customers
2015,CS3127,2,26,1665,97.69,93.1,93.1,4.69,Top Customers
2016,CS3128,349,23,1472,33.27,82.07,82.07,3.74,Medium Value Customer
2017,CS3129,61,27,1894,93.04,95.23,95.23,4.75,Top Customers
2018,CS3130,124,24,1674,84.19,86.57,86.57,4.31,High value Customer
2019,CS3131,61,28,2060,93.04,96.85,96.85,4.81,Top Customers
2020,CS3132,0,22,1719,100.0,76.89,76.89,4.02,High value Customer
2021,CS3133,470,14,892,7.9,22.55,22.55,1.02,Lost Customers
2022,CS3134,358,19,1203,30.04,56.47,56.47,2.63,Low Value Customers
2023,CS3135,398,16,1097,18.55,34.8,34.8,1.62,Low Value Customers
2024,CS3136,124,24,1629,84.19,86.57,86.57,4.31,High value Customer
2025,CS3137,61,17,1201,93.04,41.88,41.88,2.48,Low Value Customers
2026,CS3138,402,16,999,17.85,34.8,34.8,1.61,Low Value Customers
2027,CS3139,275,23,1673,67.38,82.07,82.07,3.99,Medium Value Customer
2028,CS3140,468,12,852,8.18,12.74,12.74,0.6,Lost Customers
2029,CS3141,305,25,1772,51.16,90.27,90.27,4.22,High value Customer
2030,CS3142,291,19,1463,54.68,56.47,56.47,2.81,Low Value Customers
2031,CS3143,335,23,1432,39.69,82.07,82.07,3.79,Medium Value Customer
2032,CS3144,93,25,1808,87.23,90.27,90.27,4.49,High value Customer
2033,CS3145,290,21,1339,55.4,70.65,70.65,3.42,Medium Value Customer
2034,CS3146,61,18,1316,93.04,49.21,49.21,2.79,Low Value Customers
2035,CS3147,449,17,1211,10.07,41.88,41.88,1.86,Low Value Customers
2036,CS3148,535,20,1474,3.56,63.59,63.59,2.73,Low Value Customers
2037,CS3149,305,12,783,51.16,12.74,12.74,0.93,Lost Customers
2038,CS3150,280,16,1149,63.11,34.8,34.8,1.95,Low Value Customers
2039,CS3151,305,18,1275,51.16,49.21,49.21,2.48,Low Value Customers
2040,CS3152,353,15,924,31.87,28.31,28.31,1.44,Lost Customers
2041,CS3153,449,18,1331,10.07,49.21,49.21,2.17,Low Value Customers
2042,CS3154,420,22,1478,14.45,76.89,76.89,3.38,Medium Value Customer
2043,CS3155,323,25,1858,41.17,90.27,90.27,4.15,High value Customer
2044,CS3156,362,24,1624,28.72,86.57,86.57,3.89,Medium Value Customer
2045,CS3157,318,22,1686,43.19,76.89,76.89,3.59,Medium Value Customer
2046,CS3158,373,17,1229,25.02,41.88,41.88,1.97,Low Value Customers
2047,CS3159,245,20,1462,72.57,63.59,63.59,3.25,Medium Value Customer
2048,CS3160,379,16,1019,23.2,34.8,34.8,1.65,Low Value Customers
2049,CS3161,2,18,1253,97.69,49.21,49.21,2.82,Low Value Customers
2050,CS3162,278,17,998,64.91,41.88,41.88,2.27,Low Value Customers
2051,CS3163,2,31,2413,97.69,99.41,99.41,4.96,Top Customers
2052,CS3164,371,29,1916,25.71,98.05,98.05,4.36,High value Customer
2053,CS3165,363,30,2202,28.35,98.88,98.88,4.42,High value Customer
2054,CS3166,303,25,1697,52.49,90.27,90.27,4.23,High value Customer
2055,CS3167,344,18,1345,35.56,49.21,49.21,2.36,Low Value Customers
2056,CS3168,292,14,962,53.98,22.55,22.55,1.36,Lost Customers
2057,CS3169,307,14,1061,49.72,22.55,22.55,1.33,Lost Customers
2058,CS3170,399,18,1178,18.32,49.21,49.21,2.23,Low Value Customers
2059,CS3171,375,16,1205,24.43,34.8,34.8,1.66,Low Value Customers
2060,CS3172,340,22,1465,37.31,76.89,76.89,3.55,Medium Value Customer
2061,CS3173,183,17,1085,79.38,41.88,41.88,2.38,Low Value Customers
2062,CS3174,312,23,1581,46.57,82.07,82.07,3.84,Medium Value Customer
2063,CS3175,2,13,954,97.69,17.32,17.32,1.47,Lost Customers
2064,CS3176,183,16,895,79.38,34.8,34.8,2.07,Low Value Customers
2065,CS3177,307,18,1246,49.72,49.21,49.21,2.46,Low Value Customers
2066,CS3178,335,21,1543,39.69,70.65,70.65,3.3,Medium Value Customer
2067,CS3179,324,24,1572,40.71,86.57,86.57,3.98,Medium Value Customer
2068,CS3180,381,25,1911,22.75,90.27,90.27,4.01,High value Customer
2069,CS3181,472,22,1593,7.63,76.89,76.89,3.33,Medium Value Customer
2070,CS3182,286,25,1630,58.52,90.27,90.27,4.28,High value Customer
2071,CS3183,305,21,1370,51.16,70.65,70.65,3.39,Medium Value Customer
2072,CS3184,286,20,1578,58.52,63.59,63.59,3.14,Medium Value Customer
2073,CS3185,415,13,939,15.6,17.32,17.32,0.85,Lost Customers
2074,CS3186,353,21,1581,31.87,70.65,70.65,3.24,Medium Value Customer
2075,CS3187,307,21,1487,49.72,70.65,70.65,3.38,Medium Value Customer
2076,CS3188,351,18,1188,32.58,49.21,49.21,2.34,Low Value Customers
2077,CS3189,335,24,1652,39.69,86.57,86.57,3.98,Medium Value Customer
2078,CS3190,319,23,1684,42.71,82.07,82.07,3.81,Medium Value Customer
2079,CS3191,316,23,1478,44.33,82.07,82.07,3.82,Medium Value Customer
2080,CS3192,341,12,891,36.93,12.74,12.74,0.82,Lost Customers
2081,CS3193,263,19,1288,70.02,56.47,56.47,2.93,Low Value Customers
2082,CS3194,278,22,1459,64.91,76.89,76.89,3.75,Medium Value Customer
2083,CS3195,334,27,1743,40.25,95.23,95.23,4.35,High value Customer
2084,CS3196,349,22,1540,33.27,76.89,76.89,3.52,Medium Value Customer
2085,CS3197,402,16,1176,17.85,34.8,34.8,1.61,Low Value Customers
2086,CS3198,287,24,1742,57.68,86.57,86.57,4.11,High value Customer
2087,CS3199,307,24,1542,49.72,86.57,86.57,4.05,High value Customer
2088,CS3200,397,14,1015,18.78,22.55,22.55,1.1,Lost Customers
2089,CS3201,352,26,2014,32.23,93.1,93.1,4.2,High value Customer
2090,CS3202,323,21,1565,41.17,70.65,70.65,3.31,Medium Value Customer
2091,CS3203,355,18,1319,31.12,49.21,49.21,2.32,Low Value Customers
2092,CS3204,317,19,1154,43.79,56.47,56.47,2.73,Low Value Customers
2093,CS3205,262,23,1522,70.93,82.07,82.07,4.02,High value Customer
2094,CS3206,264,18,1256,69.16,49.21,49.21,2.61,Low Value Customers
2095,CS3207,92,20,1322,88.44,63.59,63.59,3.37,Medium Value Customer
2096,CS3208,363,15,1123,28.35,28.31,28.31,1.42,Lost Customers
2097,CS3209,315,23,1707,44.88,82.07,82.07,3.82,Medium Value Customer
2098,CS3210,306,24,1772,50.43,86.57,86.57,4.06,High value Customer
2099,CS3211,32,11,741,94.33,8.74,8.74,1.08,Lost Customers
2100,CS3212,381,21,1689,22.75,70.65,70.65,3.17,Medium Value Customer
2101,CS3213,410,24,1446,16.5,86.57,86.57,3.8,Medium Value Customer
2102,CS3214,339,21,1464,37.75,70.65,70.65,3.29,Medium Value Customer
2103,CS3215,323,16,1128,41.17,34.8,34.8,1.79,Low Value Customers
2104,CS3216,322,22,1597,41.6,76.89,76.89,3.58,Medium Value Customer
2105,CS3217,30,19,1506,96.56,56.47,56.47,3.12,Medium Value Customer
2106,CS3218,61,22,1717,93.04,76.89,76.89,3.97,Medium Value Customer
2107,CS3219,2,23,1654,97.69,82.07,82.07,4.22,High value Customer
2108,CS3220,263,20,1429,70.02,63.59,63.59,3.23,Medium Value Customer
2109,CS3221,389,28,2159,20.74,96.85,96.85,4.27,High value Customer
2110,CS3222,278,25,1828,64.91,90.27,90.27,4.32,High value Customer
2111,CS3223,449,24,1699,10.07,86.57,86.57,3.75,Medium Value Customer
2112,CS3224,306,26,1751,50.43,93.1,93.1,4.33,High value Customer
2113,CS3225,388,16,1204,20.97,34.8,34.8,1.64,Low Value Customers
2114,CS3226,501,17,1183,5.37,41.88,41.88,1.82,Low Value Customers
2115,CS3227,363,21,1545,28.35,70.65,70.65,3.22,Medium Value Customer
2116,CS3228,432,28,2047,12.35,96.85,96.85,4.21,High value Customer
2117,CS3229,307,27,1754,49.72,95.23,95.23,4.42,High value Customer
2118,CS3230,381,19,1222,22.75,56.47,56.47,2.57,Low Value Customers
2119,CS3231,348,19,1314,33.74,56.47,56.47,2.65,Low Value Customers
2120,CS3232,337,21,1562,38.69,70.65,70.65,3.29,Medium Value Customer
2121,CS3233,283,16,1177,60.8,34.8,34.8,1.94,Low Value Customers
2122,CS3234,0,26,1707,100.0,93.1,93.1,4.71,Top Customers
2123,CS3235,319,13,790,42.71,17.32,17.32,1.06,Lost Customers
2124,CS3236,265,15,995,68.33,28.31,28.31,1.72,Low Value Customers
2125,CS3237,282,22,1545,61.61,76.89,76.89,3.73,Medium Value Customer
2126,CS3238,262,21,1529,70.93,70.65,70.65,3.53,Medium Value Customer
2127,CS3239,528,13,769,3.82,17.32,17.32,0.76,Lost Customers
2128,CS3240,370,16,1016,26.03,34.8,34.8,1.67,Low Value Customers
2129,CS3241,370,17,1257,26.03,41.88,41.88,1.98,Low Value Customers
2130,CS3242,185,24,1843,77.31,86.57,86.57,4.26,High value Customer
2131,CS3243,345,18,1358,35.16,49.21,49.21,2.36,Low Value Customers
2132,CS3244,475,15,1095,7.33,28.31,28.31,1.26,Lost Customers
2133,CS3245,361,20,1321,29.1,63.59,63.59,2.92,Low Value Customers
2134,CS3246,281,15,1012,62.34,28.31,28.31,1.67,Low Value Customers
2135,CS3247,412,21,1597,16.18,70.65,70.65,3.12,Medium Value Customer
2136,CS3248,317,14,823,43.79,22.55,22.55,1.29,Lost Customers
2137,CS3249,124,28,1868,84.19,96.85,96.85,4.75,Top Customers
2138,CS3250,324,18,1217,40.71,49.21,49.21,2.4,Low Value Customers
2139,CS3251,91,18,1162,89.72,49.21,49.21,2.76,Low Value Customers
2140,CS3252,292,15,1039,53.98,28.31,28.31,1.61,Low Value Customers
2141,CS3253,340,19,1241,37.31,56.47,56.47,2.68,Low Value Customers
2142,CS3254,316,21,1443,44.33,70.65,70.65,3.34,Medium Value Customer
2143,CS3255,337,19,1197,38.69,56.47,56.47,2.69,Low Value Customers
2144,CS3256,496,20,1384,5.58,63.59,63.59,2.74,Low Value Customers
2145,CS3257,318,16,1135,43.19,34.8,34.8,1.8,Low Value Customers
2146,CS3258,399,20,1348,18.32,63.59,63.59,2.84,Low Value Customers
2147,CS3259,124,23,1674,84.19,82.07,82.07,4.12,High value Customer
2148,CS3260,184,21,1654,78.25,70.65,70.65,3.59,Medium Value Customer
2149,CS3261,582,16,1047,2.06,34.8,34.8,1.49,Lost Customers
2150,CS3262,280,22,1555,63.11,76.89,76.89,3.74,Medium Value Customer
2151,CS3263,322,20,1415,41.6,63.59,63.59,3.01,Medium Value Customer
2152,CS3264,92,17,1271,88.44,41.88,41.88,2.44,Low Value Customers
2153,CS3265,442,20,1292,11.0,63.59,63.59,2.79,Low Value Customers
2154,CS3266,506,16,973,4.98,34.8,34.8,1.52,Lost Customers
2155,CS3267,305,20,1393,51.16,63.59,63.59,3.09,Medium Value Customer
2156,CS3268,409,22,1685,16.68,76.89,76.89,3.39,Medium Value Customer
2157,CS3269,396,13,882,19.1,17.32,17.32,0.88,Lost Customers
2158,CS3270,123,33,2349,85.19,99.82,99.82,4.88,Top Customers
2159,CS3271,245,26,1747,72.57,93.1,93.1,4.5,High value Customer
2160,CS3272,317,19,1393,43.79,56.47,56.47,2.73,Low Value Customers
2161,CS3273,0,18,1190,100.0,49.21,49.21,2.84,Low Value Customers
2162,CS3274,309,26,1824,48.5,93.1,93.1,4.32,High value Customer
2163,CS3275,0,18,1126,100.0,49.21,49.21,2.84,Low Value Customers
2164,CS3276,93,24,1626,87.23,86.57,86.57,4.33,High value Customer
2165,CS3277,321,20,1431,42.03,63.59,63.59,3.02,Medium Value Customer
2166,CS3278,275,27,1866,67.38,95.23,95.23,4.55,Top Customers
2167,CS3279,122,21,1331,86.16,70.65,70.65,3.65,Medium Value Customer
2168,CS3280,246,18,1253,71.8,49.21,49.21,2.63,Low Value Customers
2169,CS3281,376,15,961,24.07,28.31,28.31,1.38,Lost Customers
2170,CS3282,289,17,1239,56.16,41.88,41.88,2.2,Low Value Customers
2171,CS3283,185,20,1338,77.31,63.59,63.59,3.28,Medium Value Customer
2172,CS3284,31,17,1139,95.52,41.88,41.88,2.5,Low Value Customers
2173,CS3285,468,21,1619,8.18,70.65,70.65,3.06,Medium Value Customer
2174,CS3286,339,18,1150,37.75,49.21,49.21,2.37,Low Value Customers
2175,CS3287,285,19,1297,59.23,56.47,56.47,2.84,Low Value Customers
2176,CS3288,367,21,1496,27.16,70.65,70.65,3.21,Medium Value Customer
2177,CS3289,185,26,1963,77.31,93.1,93.1,4.54,Top Customers
2178,CS3290,319,23,1639,42.71,82.07,82.07,3.81,Medium Value Customer
2179,CS3291,92,26,1994,88.44,93.1,93.1,4.62,Top Customers
2180,CS3292,92,21,1592,88.44,70.65,70.65,3.67,Medium Value Customer
2181,CS3293,401,14,1000,18.0,22.55,22.55,1.09,Lost Customers
2182,CS3294,262,18,1225,70.93,49.21,49.21,2.62,Low Value Customers
2183,CS3295,155,23,1655,80.68,82.07,82.07,4.09,High value Customer
2184,CS3296,184,24,1560,78.25,86.57,86.57,4.27,High value Customer
2185,CS3297,366,15,979,27.52,28.31,28.31,1.41,Lost Customers
2186,CS3298,262,23,1574,70.93,82.07,82.07,4.02,High value Customer
2187,CS3299,389,23,1509,20.74,82.07,82.07,3.64,Medium Value Customer
2188,CS3300,93,16,966,87.23,34.8,34.8,2.13,Low Value Customers
2189,CS3301,341,25,1668,36.93,90.27,90.27,4.11,High value Customer
2190,CS3302,293,24,1702,53.28,86.57,86.57,4.08,High value Customer
2191,CS3303,339,13,834,37.75,17.32,17.32,1.02,Lost Customers
2192,CS3304,364,24,1634,28.08,86.57,86.57,3.89,Medium Value Customer
2193,CS3305,288,23,1549,56.91,82.07,82.07,3.91,Medium Value Customer
2194,CS3306,281,14,1018,62.34,22.55,22.55,1.43,Lost Customers
2195,CS3307,323,13,1037,41.17,17.32,17.32,1.04,Lost Customers
2196,CS3308,306,14,975,50.43,22.55,22.55,1.34,Lost Customers
2197,CS3309,324,16,1159,40.71,34.8,34.8,1.78,Low Value Customers
2198,CS3310,417,22,1595,15.08,76.89,76.89,3.38,Medium Value Customer
2199,CS3311,2,26,1850,97.69,93.1,93.1,4.69,Top Customers
2200,CS3312,472,13,937,7.63,17.32,17.32,0.79,Lost Customers
2201,CS3313,124,23,1561,84.19,82.07,82.07,4.12,High value Customer
2202,CS3314,286,15,1048,58.52,28.31,28.31,1.64,Low Value Customers
2203,CS3315,286,26,1805,58.52,93.1,93.1,4.4,High value Customer
2204,CS3316,262,16,1176,70.93,34.8,34.8,2.01,Low Value Customers
2205,CS3317,91,8,565,89.72,2.01,2.01,0.76,Lost Customers
2206,CS3318,463,19,1437,8.67,56.47,56.47,2.47,Low Value Customers
2207,CS3319,309,14,833,48.5,22.55,22.55,1.32,Lost Customers
2208,CS3320,154,14,928,81.96,22.55,22.55,1.57,Lost Customers
2209,CS3321,265,22,1487,68.33,76.89,76.89,3.78,Medium Value Customer
2210,CS3322,310,23,1814,47.85,82.07,82.07,3.85,Medium Value Customer
2211,CS3323,340,17,1145,37.31,41.88,41.88,2.06,Low Value Customers
2212,CS3324,282,27,1905,61.61,95.23,95.23,4.51,Top Customers
2213,CS3325,409,19,1194,16.68,56.47,56.47,2.53,Low Value Customers
2214,CS3326,216,23,1588,74.35,82.07,82.07,4.05,High value Customer
2215,CS3327,470,26,1843,7.9,93.1,93.1,4.02,High value Customer
2216,CS3328,321,18,1260,42.03,49.21,49.21,2.41,Low Value Customers
2217,CS3329,455,18,1164,9.57,49.21,49.21,2.16,Low Value Customers
2218,CS3330,310,23,1490,47.85,82.07,82.07,3.85,Medium Value Customer
2219,CS3331,425,16,1124,13.65,34.8,34.8,1.58,Lost Customers
2220,CS3332,185,18,1441,77.31,49.21,49.21,2.67,Low Value Customers
2221,CS3333,2,18,1300,97.69,49.21,49.21,2.82,Low Value Customers
2222,CS3334,31,20,1339,95.52,63.59,63.59,3.42,Medium Value Customer
2223,CS3335,264,22,1651,69.16,76.89,76.89,3.79,Medium Value Customer
2224,CS3336,32,17,1167,94.33,41.88,41.88,2.49,Low Value Customers
2225,CS3337,366,25,1579,27.52,90.27,90.27,4.04,High value Customer
2226,CS3338,276,16,1092,66.37,34.8,34.8,1.98,Low Value Customers
2227,CS3339,303,26,1966,52.49,93.1,93.1,4.35,High value Customer
2228,CS3340,2,21,1399,97.69,70.65,70.65,3.74,Medium Value Customer
2229,CS3341,306,15,970,50.43,28.31,28.31,1.58,Lost Customers
2230,CS3342,285,18,1348,59.23,49.21,49.21,2.54,Low Value Customers
2231,CS3343,379,24,1600,23.2,86.57,86.57,3.85,Medium Value Customer
2232,CS3344,436,11,769,11.74,8.74,8.74,0.46,Lost Customers
2233,CS3345,185,19,1399,77.31,56.47,56.47,2.98,Low Value Customers
2234,CS3346,502,18,1430,5.27,49.21,49.21,2.13,Low Value Customers
2235,CS3347,347,19,1297,34.3,56.47,56.47,2.66,Low Value Customers
2236,CS3348,283,28,2024,60.8,96.85,96.85,4.57,Top Customers
2237,CS3349,347,20,1483,34.3,63.59,63.59,2.96,Low Value Customers
2238,CS3350,30,18,1300,96.56,49.21,49.21,2.82,Low Value Customers
2239,CS3351,341,20,1370,36.93,63.59,63.59,2.98,Low Value Customers
2240,CS3352,311,16,1190,47.15,34.8,34.8,1.83,Low Value Customers
2241,CS3353,91,26,1823,89.72,93.1,93.1,4.63,Top Customers
2242,CS3354,276,16,963,66.37,34.8,34.8,1.98,Low Value Customers
2243,CS3355,277,30,2118,65.58,98.88,98.88,4.69,Top Customers
2244,CS3356,63,31,2221,90.8,99.41,99.41,4.91,Top Customers
2245,CS3357,409,22,1482,16.68,76.89,76.89,3.39,Medium Value Customer
2246,CS3358,548,23,1613,2.99,82.07,82.07,3.51,Medium Value Customer
2247,CS3359,183,25,1712,79.38,90.27,90.27,4.43,High value Customer
2248,CS3360,416,22,1410,15.35,76.89,76.89,3.38,Medium Value Customer
2249,CS3361,364,17,1225,28.08,41.88,41.88,1.99,Low Value Customers
2250,CS3362,385,30,2303,21.75,98.88,98.88,4.37,High value Customer
2251,CS3363,386,23,1570,21.55,82.07,82.07,3.65,Medium Value Customer
2252,CS3364,305,15,1082,51.16,28.31,28.31,1.59,Lost Customers
2253,CS3365,416,23,1747,15.35,82.07,82.07,3.6,Medium Value Customer
2254,CS3366,123,24,1869,85.19,86.57,86.57,4.32,High value Customer
2255,CS3367,93,16,1274,87.23,34.8,34.8,2.13,Low Value Customers
2256,CS3368,287,26,1658,57.68,93.1,93.1,4.39,High value Customer
2257,CS3369,307,25,1731,49.72,90.27,90.27,4.21,High value Customer
2258,CS3370,0,9,616,100.0,3.46,3.46,0.9,Lost Customers
2259,CS3371,323,25,1820,41.17,90.27,90.27,4.15,High value Customer
2260,CS3372,214,23,1642,76.33,82.07,82.07,4.06,High value Customer
2261,CS3373,262,25,1597,70.93,90.27,90.27,4.37,High value Customer
2262,CS3374,63,18,1195,90.8,49.21,49.21,2.77,Low Value Customers
2263,CS3375,185,18,1159,77.31,49.21,49.21,2.67,Low Value Customers
2264,CS3376,246,18,1149,71.8,49.21,49.21,2.63,Low Value Customers
2265,CS3377,322,23,1892,41.6,82.07,82.07,3.8,Medium Value Customer
2266,CS3378,417,10,749,15.08,5.58,5.58,0.35,Lost Customers
2267,CS3379,486,14,1078,6.29,22.55,22.55,1.01,Lost Customers
2268,CS3380,374,15,1114,24.73,28.31,28.31,1.39,Lost Customers
2269,CS3381,446,14,982,10.53,22.55,22.55,1.04,Lost Customers
2270,CS3382,32,24,1666,94.33,86.57,86.57,4.39,High value Customer
2271,CS3383,307,26,1764,49.72,93.1,93.1,4.33,High value Customer
2272,CS3384,153,21,1526,83.11,70.65,70.65,3.63,Medium Value Customer
2273,CS3385,318,13,778,43.19,17.32,17.32,1.06,Lost Customers
2274,CS3386,435,20,1430,11.91,63.59,63.59,2.79,Low Value Customers
2275,CS3387,286,13,1064,58.52,17.32,17.32,1.17,Lost Customers
2276,CS3388,291,22,1337,54.68,76.89,76.89,3.68,Medium Value Customer
2277,CS3389,462,16,1132,8.81,34.8,34.8,1.55,Lost Customers
2278,CS3390,155,17,1208,80.68,41.88,41.88,2.38,Low Value Customers
2279,CS3391,377,19,1459,23.74,56.47,56.47,2.58,Low Value Customers
2280,CS3392,382,16,1169,22.45,34.8,34.8,1.65,Low Value Customers
2281,CS3393,280,14,976,63.11,22.55,22.55,1.43,Lost Customers
2282,CS3394,340,17,1365,37.31,41.88,41.88,2.06,Low Value Customers
2283,CS3395,291,11,637,54.68,8.74,8.74,0.78,Lost Customers
2284,CS3396,289,17,1102,56.16,41.88,41.88,2.2,Low Value Customers
2285,CS3397,155,20,1406,80.68,63.59,63.59,3.31,Medium Value Customer
2286,CS3398,292,21,1581,53.98,70.65,70.65,3.41,Medium Value Customer
2287,CS3399,363,17,1206,28.35,41.88,41.88,1.99,Low Value Customers
